,ID,title,verified,stars,body,date,Month,Year,Mentioned purchase time?,Mentioned battery and reliability info?,Review was updated?,"In box problem, no problem, out of box problem? (-1, 0, 1)",Problem with equipment/accesories?,Problem with customer service?,Comments,"How many months between purchase time and the review submission date? (1-less than 1 month, 2- 1 to 6 month, 3- 6 to 12 months, 4- more than 12 months)",Battery failure? 0 or 1
1283,Naima,"Excellent, Battery Health at 100%, like new.",Verified Purchase,5.0 out of 5 stars,"This phone is great! (Please excuse the somewhat blurry pics, I have shaky hands) The battery health was already at 100% and its has barely any cosmetic damage. Save for a super tiny little nick at the top which is barely noticeable unless I shine a camera directly at the area. Also, the phone came preinstalled with a screen protector! I guess its a bit of a minus that it doesnt come with headphones, but I already have airpods, so that doesn’t bother me. It’s something to keep in mind when you purchase anything from Amazon Renewed. The phone came in four days early too which is dope.",7-Jun-20,June,2020,0,1,0,0,1,0,,0,0
1284,Leonardo C. De Faria,Came in a poor condition,Verified Purchase,2.0 out of 5 stars,I’ve bought the iPhone 11 waiting to get an excellent condition or like new as advertised. But it came in a poor condition with a lot of signs of use and a little dent on the screen. I’ve returned the item and refunded without problems.,13-May-22,May,2022,,,,,,,,,
1285,Luis Ceja,Excellent device for the price don’t think twice just buy!,Verified Purchase,5.0 out of 5 stars,"I only had one problem. . . WHY DID I GET A BAND NEW DEVICE! I activated it in minutes, No issues and the best part their is no scratches or marks I was regretting my purchase because of all the negative reviews but man am blown away with this device fits better then all my previous Plus max devices",9-Jul-21,July,2021,,,,,,,,,
1286,Nadia Wolfe,iPhone 11,Verified Purchase,5.0 out of 5 stars,Phone is fully functional as stated. Phone is as described . Got quick delivery as well,31-Dec-21,December,2021,,,,,,,,,
1287,Yonne,Great quality,Verified Purchase,5.0 out of 5 stars,I recently made the switch from the Samsung Galaxy S10 to the IPhone 11 and the phone arrived fast looking practically brand new. No scratches or blemishes. Maximum battery capacity is 85% but this phone holds a charge pretty good. I've had the phone for a month now with no issues. This is my 2nd purchase from this seller and I will buy again in the future.,24-May-21,May,2021,,,,,,,,,
1288,Cassandra,Brand new Purple iPhone 11!,Verified Purchase,5.0 out of 5 stars,"Got my phone in two days rather than five standard shipping days! I was happy it came sooner than expected! I was nervous about ordering a renewed phone online because I didn’t want to spend $700 on a phone not knowing if it was damaged or not, but I’m happy to say it came like brand new with no dents or scratches!! I’m so happy I made this choice because it saved me almost $300 from ordering on the apple website. Would definitely take the chance if your looking to buy the phone from them. The phone came in a different box with just a charger, FYI.",28-Apr-20,April,2020,0,0,0,0,0,0,,0,0
1289,Gabe Ortiz,Not happy,Verified Purchase,2.0 out of 5 stars,The phone has a blue tone screen brightness dose not go or look as bright as other iPhone 11’s not happy,25-Jun-22,June,2022,,,,,,,,,
1290,Mason,Works perfectly!,Verified Purchase,5.0 out of 5 stars,Phone works perfectly! There was a slight cosmetic scratch on the front of my phone but that’s what you get for buying preowned. Had no issues with the phone though and it arrived earlier than expected. Satisfied with my purchase. Upgraded from an iPhone 6 and the battery life is just amazing on the 11.,20-Jul-21,July,2021,,,,,,,,,
1291,Jannel welcome,Do NOT BUY!,Verified Purchase,1.0 out of 5 stars,"I'm very upset at myself for not listening to the other reviewers that said to not buy a refurbished phone from this buyer. I got a OLD OLD iphone 11 black, first of all the black has tiny white dots from thr dirt accumulating in the old case, around the lends is so scratched up, the battery life is so BAD, after fully charging it only last for about 4 hours so dissapointed. let me not start on the charger, its one of the most chinese no good charger you may ever see, i wsih i could post pictures or return it but i live of a tiny island in honduras and it took 3 weeks to get here so by the time i send it back it wont be there on time.",30-Jun-22,June,2022,,,,,,,,,
1292,Aliza,Works great !,Verified Purchase,5.0 out of 5 stars,Works great ..bought 2 for me and my husband..been having em for about 6months now ! No problems so far!,10-Dec-21,December,2021,,,,,,,,,
1293,Cristhian Lopez,Excellent purchase. Highly recommended,Verified Purchase,5.0 out of 5 stars,This is my second time buying an Iphone from Amazon sellers. The first phone I bought was a Iphone 6 in 2017 and up to today it lasted me with no problems but I needed a new upgraded phone with a better cámara and all new features. I decided to try this seller and purchased my Iphone 11 which didn't come in the original box but who cares the phone is working perfectly fine for the price I paid it is worth it. Really happy with it. Thank you.,22-Sep-20,September,2020,0,0,0,0,0,0,,0,0
1294,Lauren Welch,All is great but the screen,Verified Purchase,2.0 out of 5 stars,So Apple is a weirdo and has to have Apple certified screens and the screen that they used weren’t Apple certified which caused a lot of issues I had to take the phone in to an Apple store and pay the same amount to fix the screen that I payed to buy the phone,24-Apr-22,April,2022,,,,,,,,,
1295,Joseph Trevino,Battery,Verified Purchase,5.0 out of 5 stars,Battery Life improvement,7-Mar-22,March,2022,,,,,,,,,
1296,R. M.,Great phone!,Verified Purchase,5.0 out of 5 stars,I received the phone two weeks ago and I was a little nervous after some of the reviews I've read about renewed phone. It came in a generic box and the phone was inside a bubble wrap package. I quickly inspected the phone and it was perfect. It looks practically brand new. It also came with free screen. Booted the phone and completed the setup. Phone works great so far! Will keep everyone posted if anything change.,14-Feb-21,February,2021,,,,,,,,,
1297,Jefferson Familia,Vale la pena ?,Verified Purchase,3.0 out of 5 stars,"Por fuera está muy bien, unos pequeños rayones que no se notan si no te fijas bien, funciona bien, la batería tienen buen rendimiento y carga rápido dependiendo con qué cargador lo pongas, fsce ID super rápido, todo está súper bien por ahora, el UNICO PROBLEMA ES que no me aparece en ajustes WALLET Y APPLE PAY O PASSBOOK Y APPLE PAY , no me da la opción de descargarlo y parece un teléfonos no falso gracias a eso, ahora me resulta difícil pq no puedo tomar el tren y pagar con mi teléfono o pagar en tiendas de manera electrónica, QUIERO UN REEMBOLSO, NO PAGUE TANTO DINERO POR ESTO",6-Feb-21,February,2021,,,,,,,,,
1298,Hans,2nd time I bought from amazon renewed - little disappointed,Verified Purchase,3.0 out of 5 stars,"Its my second time I bought a iPhone from amazon renewed and with buyspry partner.My first time was a iPhone xs, and the cellphone was great, no one visible scratch and screen protector and battery life about 85%This time I was bought a iPhone 11, and this have 3 visible scratches in the screen and doesnt come with screen protector, but the battery is in 100%.I am little dissaponited because in the last buy, the cellphone was practically in new condition, this last one I get the impression that is not new and its used unlike the last buy (I know that no one of amazon renewed its new, but it gives the feeling of).",4-Nov-20,November,2020,0,1,0,-1,0,0,,0,0
1299,Tipfiney,"My son face when he got was very important to me He loves it!!Thanks,",Verified Purchase,5.0 out of 5 stars,"My son loves it, everything works very well!",5-Feb-22,February,2022,,,,,,,,,
1300,chris,Screen scratches,Verified Purchase,3.0 out of 5 stars,"Ok, let me start by saying I was really sketched out by ordering this. It still costs a pretty penny but you’re unable to view the quality before hand. This by no means will receive a 5 star rating from me not because it lacks the apple packaging and accessories but because it had minor scratching on the screen. Everything Else so far has been perfect but don’t expect to get a flawless phone. a simple screen cover helped the scratch look but that’s not the point. The screens for the iPhone 11 are not oled so they are inexpensive to replace. There is no reason why based on this price tag that they couldn’t have replaced the scratch screen as well. Overall , happy with the purchase but not blown away",11-Jul-20,July,2020,0,0,0,-1,1,0,,0,0
1301,summer 💜,Don't hesitate! Buy it... It's great,Verified Purchase,5.0 out of 5 stars,"Hi everyone. This phone is the biggest amazon purchase I've made and I don't regret it! I was hesitant at first after reading some horrible reviews about other phones online, but this hasn't disappointed me yet. The phone arrived in excellent condition- like brand new. Ive had it almost 2 weeks now and I've had ZERO issues. I bought a separate case and screen protector - I've dropped it several times already (i'm clumsy) and it still held up great. No issues with the touch screen. The battery life is amazing!!!! If you have doubts, I hope my review helps you seal the deal :)",3-Jun-20,June,2020,1,1,0,0,0,0,,1,0
1302,Moti Mhmd,Happy costumer,Verified Purchase,5.0 out of 5 stars,The phone arrived fast and had no defect. It has a battery health of 85% and cameras are really nice.,6-Dec-21,December,2021,,,,,,,,,
1303,Kita,Amazing!,Verified Purchase,5.0 out of 5 stars,"This phone is practically new. Absolutely no signs of use but a tiny scuff beside the flash on the back of the phone which doesn't hurt the usability and is barely noticeable. The battery is at 100% capacity. Packaged in generic box with a generic charger. When received, there was already a screen protector on the phone. Was able to set up with my carrier immediately. I use straight talk, all I had to do was transfer my information from my current iPhone to this one and move the SIM card from current phone to this one. The process took 10 min at most.",3-Jun-20,June,2020,0,1,0,0,0,0,,0,0
1304,Liban Issak,good,Verified Purchase,5.0 out of 5 stars,the phone was likes new,25-Feb-22,February,2022,,,,,,,,,
1305,Rob and Piper,"Speakers were blown/bad soundboard, returned for refund.",Verified Purchase,1.0 out of 5 stars,"The phone appeared to operate just fine other than the fact that the speakers were either blown or there was a bad soundboard, because all of the audio coming out of the speakers was distorted and sounded terrible, phone calls on speaker up to the ear, tried watching something on YouTube that was distorted as well. I am not happy at all. I didn’t realize the phone had this issue until after I had put in all of my information and began downloading a software update and then everything from iCloud… wasted hours of my life I’ll never get back because they sent me a phone that doesn’t play sound properly. Sucks. I am ordering another one and I will update my review.Update: I decided to go with the iPhone 11 Pro in badass army green, because it was only $400 (however, the seller immediately upped price $40 after my purchase). I will post my review on that specific page as it doesn’t make sense to post here.",14-Apr-22,April,2022,,,,,,,,,
