,body,target,polarity,subjectivity,camera,charger,price,quality,brand,update,speaker,battery health,screen/ display,shell condition,camera_ CA score ,charger_ CA score ,price_ CA score ,quality_ CA score ,brand_ CA score ,update_ CA score ,speaker_ CA score ,battery health_ CA score ,screen/ display_ CA score ,shell condition_ CA score 
2651,Arrived in perfect condition and working great!,1,0.9,0.875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2652,It’s refurbish but I got all brand new (apple box with original charger but missing the ear plug),1,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2653,Second time buying from this seller.Both times amazing!!!Thank you sooo much,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,Idk why but the phone restarts it’s self like 6 times a day since of got it,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,All Good... works fine and was as described.,1,0.5583333333333333,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,"This phone is terrible.Have to send a text 4 times to get it to send. Then sometimes it still won't go through. Keeps saying update- EVEN AFTER IT UPDATES. Constant WIFI error. Won't ring/ and when it does....you might miss your call because you're unable to answer it. SO DISAPPOINTED - Because I bought this phone, to give as a birthday gift. Will try the updates and trouble shooting one more time, before returning it. I so regret this purchase.",1,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2657,Good phone in as described condition. So far it’s performance has been amazing.,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2658,Just like new,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,Great product with great price,1,0.8,0.75,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2660,The iPhone 11 does not allowed to activate the SIM card. We went to our telephone provider and they told us that the SIM is block. I called our telephone provider and technician indicated that this phone is not allowing our SIM card to activate. I do not think this phone is fully unlock to use it. So I am going to return it to the seller and hope they need to fix this issue so that customers are not wasting their time and money.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,The phone was in excellent shape and worked properly. Battery life is good. -- Does not include ear pods.,1,0.35,0.35000000000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2662,love it feels brand new and it came 2 days earlier than expected 😊,1,0.25,0.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2663,Nice condition and works great,1,0.7,0.875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2664,Great,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,First off it looked like the phone was dropped on concrete and the screen was replaced it had scuffs and cuts all over. The phone itself couldn’t work properly and my boyfriend got so fed up he tried to reset it to factory settings and it took forever for it to even do that. I was embarrassed to give him this for Christmas save your money and get one from Apple!!,1,0.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2666,Good phone good quality everything works fine,1,0.6055555555555555,0.5666666666666668,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2667,No issues with the phone. It did get here a little late but that was fault of the shipping company,1,-0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,Funciona muy bien excelente,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,"Very great phone & came with a screen protector on the phone , also delivered very quickly",1,0.5666666666666667,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
2670,Phone overall in good condition but both back cameras are very blurry and don’t work Amazon says they check the phones but surely they couldn’t have missed the cameras!!,1,0.6,0.7444444444444445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2671,Ugh,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,"( 62 days old) bright light on bottom pages disappears, phone freezes, s amazon told seller to send another one. Been waiting 3 months seller keeps on refusing. Amazon promised me that they will talk to him and I will get another one. Called 4 times since April. I would never buy from this seller again. Only amazon direct where they have control Also the phone gets very very hot and can not hold a charge for long time battery wears down fast",1,0.27,0.58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2673,Just as described. My daughter loves it and we are totally faithful to Apple!,1,0.25,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,Great quality,1,0.8,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2675,Price and availability,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2676,I would definitely order from this contact again. Very reliable and product was better then advertised.,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,"Product works great. Arrived fine, after two days the back side of the phone was Scratched all over, and I aware on the grave of my parents I did not drop it or cause it. I called to see about getting an exchange or refund because it said I was guaranteed a 90 day refund, but was told that was only for internal damage.",1,0.6083333333333334,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,The cellphone wasn't working properly. I tried to call and people couldn't hear at all. They heard a storm sound... I returned same day i got it. Just waiting to get my refund. I don't recommend it.,1,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,excellent product and in perfect condition,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2680,It was more than expected,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681,"Alhamdulillah, perfect as expected. No tricks",1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,I like everything about this phone,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,👌👌,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,In perfect conditions I give 5 stars,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,Every time they send a new phone. It doesn't work correctly. There is something always wrong with it. These are not refurbished phones. They are junk used ones,1,-0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,"The media could not be loaded.
 All three work good.",1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,need to set it up,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,Screen quality,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2689,Screen turned white after 8 months! Tried rebooting... etc. nothing worked. Piece of junk! total wate of money.,1,0.0,0.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2690,It was refurbished.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,I only dislike that I didn’t receive headphones with the order. Everything else was on point,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,"Exactly what I expected. No problems, easy transfer. Overall happy with my purchase!",1,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2693,Everything works just like a brand new phone.,1,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2694,I dislike everything,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,I really enjoy my new phone,1,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,Very sturdy,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,Phone is in great condition love it would buy again from this seller,1,0.65,0.675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2698,"The main reason I was upgrading my phone was for the nicer camera. Unfortunately the camera wouldn't focus and made a loud clicking noise whenever the camera app was open. Returned, and hoping to have better luck next time",1,0.19166666666666665,0.5333333333333333,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2699,The phones works perfectly and the battery lasts all day without charging,1,0.5,0.5333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
2700,Refused to fulfill their 90 day warranty on a faulty phone,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,"IPhone is in excellent physical/visual condition. However, if I pay the price that is sooo close to the Apple cost then why do I have all these problems?!! Even if the purchase is a ""risk"" (because it's renewed/refurbished) Why take so long to respond to help resolve issues?!!! This is frustrating!!! I've contacted my carrier and the phone is indeed unlocked but something on the inside is not working properly. But can't get this resolved in a reasonable amount of time because this company doesn't respond in a reasonable amount of time!!!!!!!!!",1,-0.016666666666666666,0.16666666666666666,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2702,b- pie,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,My daughter loves it!@,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,Came with a bad battery. Avant- solutions refused to replace it even though Amazon guarantees at least 80% battery health.,1,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
2705,Great phones... I initially bought one for my daughter and ended up ordering one for myself,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,IN ORDER TO END A CALL YOU WILL HAVE TO PRESS THE SIDE BUTTON TO CLOSE THE SCREEN AND UNLOCK THE SCREEN AGAIN FOR YOU TO BE ABLE TO PRESS AND END THE CALL. THE SAME WITH TEXT MESSAGE. IF YOU DONT REPLY FAST ENOUGH TO A TEXT MESSAGE THE ONLY WAY TO REPLY ON A TEXT MESSAGE IS TO CLOSE THE SCREEN BY PRESSING THE BUTTON ON THE SIDE AND THEN UNLOCK IT AND ACCESS THE MESSAGE AGAIN.EVEN WHILE USING THE CALCULATOR SAME THING. OR ON ANY APP. THE SCREEN WILL FREEZE AND LET YOU DO NOTHING UNLESS YOU CLOSE THE SCREEN AND UNLOCK IT AGAIN.,1,0.2,0.6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
2707,Excelente,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,It was a little bit damaged,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,Thank you!The service was perfect and quick!,1,0.6666666666666666,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,Everything was perfect!,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,its good,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,Face ID doesn’t work.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,The phone’s battery health came at 80%. The phone also did not come with a working charger. I would not recommend.,1,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2714,The phone I received will not even turn on! Will not charge- nothing. Now I am out a phone for even longer- have to wait for them to send me a shipping slip before I can even start the refund process. I don't understand- do they not even quality check phones before sending? Very disappointed.,1,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2715,Poor battery life,1,-0.4,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2716,Nice phone works great fast delivery thanks,1,0.5333333333333333,0.7833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,"The media could not be loaded.




 No I cant because I haven't tried them cause I'm done turned off about the results I got",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,Received 5 days early! Works perfect! A great gift for mother in law,1,0.9,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,"Better than I expected, couldn’t tell it’s refurbished and the battery also seems new.",1,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
2720,very bad conditions,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,Great,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,My phone came in and was basically brand new everything works amazing .,1,0.0,0.125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2723,MUST,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,"First phone wasnt working, second didnt came on time.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,My son loved this phone. We had no problems setting anything up. Worked perfect. In brand new apple box as well,1,0.75,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2726,"Bought 2 of them, extremely happy with both, look immaculate and work great. Amazing battery life.",1,0.8,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
2727,This phone is amazing,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,Not good quality. The SIM card holder never opened . Tried all way with different people .Have to return the product.,1,0.35,0.55,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2729,It look new every thing looks awesome I recommended to buy from this store!!!,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,"El teléfono presenta rayones en la pantalla frontal, detalles en la mica trasera y golpes en la cámara. Muchos detalles de uso",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,don’t buy Disappointed phone came in with broken battery connector which makes it power off consistently every 5/10 mins of use I will look over and the power on screen is loading will be returning and not purchasing again,1,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
2732,"My screen cracked after just setting it on my bed, after only a week of having it, so I had to go get it fixed and spent even more money..",1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2733,Is good,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,Phone seems fine but was sent a USB-A wall charger and a USB-c to USB-c charging cable. Of course this phone uses the lightning cable so that was pretty worthless.,1,-0.19166666666666668,0.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2735,I get it. I picked the wrong model. But nowhere in this product description does it say that there is a 15% restocking fee.,1,-0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,I really liked the ease of downloading my old phone.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,Great,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,Item was lots of scratches and inside box charger and other not related Apple products,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2739,Great deal,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,No like phone,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,"Phone came quick and very minimal wear, barely noticeable. Very satisfied.",1,0.19166666666666665,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,"I was excited with the product, however when I was installing apps on the phone, it turn off after only 3 minuts, then It reboots, really I'm very dissapointed :(",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,El celular fue recibido en excelentes condiciones. Ni un solo rasguño o golpe. Funciona a la perfección.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,My own personal use. I received my phone in great condition.,1,0.8,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2745,Phone did not work keeps turning on and off and was not able to even place a call!,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,Muy tarde en la entrega pero todo,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,She’s happy. So I’m happy.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748,Tout est ok,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,Tout est ok,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,Horrible,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,Por el precio es lo mejor que se puede conseguir! Vuela!,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,"Esta literalmente nuevo , sin ninguna raya ni defecto, la batería sin problemas y el sonido perfecto",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,Perfect condition and fully unlocked,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2754,"I would really recommend this phone, came with a 100 percent battery health, like brand new",1,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2755,Right off the bat you can see the phone was visibly dirty and the speakers were filled with dirt. When I tested out the speakers the left side didn’t work at all and the right side sounded off pitch,1,0.3238095238095238,0.4904761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,Really like it I can see a lil scratch but it’s looks fine,1,0.4166666666666667,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2757,Excelente condiciones,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,Ordered GSM unlock and it wasn’t,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,The speakers were blown out.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,"After only 3.5 months the phone is completely dead and will not charge. Took to Apple store and was told it would have to be replaced. WTH! Ordered and received early October 2020. Started having charging issues last week and now it is completely dead. And wouldn't you know it is past the return date by a mere 12 days. Come on Amazon, you sold me this product you need to stand behind it or at least replace or refund something that lasts only days longer than the return window. BS!",1,-0.22999999999999998,0.32333333333333336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2761,I love it so far just it gets hit easily,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,No scratches on my phone delivery was fast came packaged properly no complaints so far,1,-0.033333333333333326,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,Very nice It’s not a scam,1,0.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,Good 👍🏻,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,Ordered this for my teenager since she wanted an upgrade. She loves it!,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,Bought refurbished I’m assuming only open box as the item seemed 100%brand new would recommend the seller,1,0.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2767,Nice phone,1,0.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,"Well I got the iPhone 11 yesterday and it currently right now will shut off every 5-10 mins , I have tried multiple times to contact the carrier and they haven’t emailed me back or nothing which I spent 700$ on a phone I’d like to get atleast a phone I can have a conversation on .. I don’t even want my money back I just want my phone fixed because it’s honestly a great phone but I think you should get a better technician that works on your phones cause I even called Apple to see what they recommend I do (that’s what they said ab the technician ) but I’m just disappointed I was so excited now I just feel ripped off ):",1,0.43714285714285717,0.6171428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,I purchased this phone as a Christmas gift. It was “tested” and supposedly “like new and fully functional.” The screen is badly scratched. Face ID does not work. The back glass is badly scratched. There is no time for a return and refund. I am being offered a $20 refund. ?!?!?!? What a rip-off!!!,1,-0.6999999999999998,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
2770,So far I am liking my phone 👍,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,Good phone for money,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,"Great phone, great interface. Coming from android but just Apple has all the right features.",1,0.6285714285714286,0.6785714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,Vedy good,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,I love my new phone. Lilac is my favorite color!,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,"Mic is not working, and cannot return it as i gifted to my parents",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,"The media could not be loaded.
 I purchased this iPhone 11 because it said it was unlocked. I have always owned unlocked iphones and never had troubles with them. I live in Guatemala. This iPhone 11 was working for a few days but all of the sudden ""stopped"" recognizing my SIM card. As you can see in the video the issue is not my SIM card because it works in my old and unlocked iPhone 8. Since I am not in the USA I lost almost $600. Beware, don't buy this product. It is a complete scam.",1,0.24545454545454545,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,The scratches on the screen,1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2778,Really good!,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
